"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"489723","occ","13093","","49343","Theropoda","unranked clade","38513","Aptian","","125","113","13174"
"489724","occ","","","49343","Psittacosaurus mongoliensis","species","52831","Aptian","","125","113","14779"
"489725","occ","","","49343","Ankylosauria","unranked clade","38816","Aptian","","125","113","13553"
"489726","occ","","","49344","Theropoda","unranked clade","38513","Early Cretaceous","","145","100.5","13176"
"489728","occ","","","48930","Theropoda","unranked clade","38513","Early Cretaceous","","145","100.5","13176"
"489731","occ","","","46931","Psittacosauridae","family","38843","Valanginian","Albian","139.8","100.5","13178"
"489798","occ","","","49354","Hadrosauridae","family","38755","Middle Campanian","Late Campanian","83.5","70.6","13181"
"489799","occ","","","49354","Ornithomimidae","family","38539","Middle Campanian","Late Campanian","83.5","70.6","13181"
"489800","occ","","","49355","Alectrosaurus olseni","species","57253","Middle Campanian","Late Campanian","83.5","70.6","51464"
"489801","occ","12588","","49355","Segnosaurus","genus","38711","Middle Campanian","Late Campanian","83.5","70.6","13181"
"489802","occ","","","49356","Alectrosaurus olseni","species","57253","Middle Campanian","Late Campanian","83.5","70.6","13186"
"489803","occ","","","49356","Alectrosaurus olseni","species","57253","Middle Campanian","Late Campanian","83.5","70.6","13186"
"489847","occ","","F","49365","Paraspheroolithus irenensis","species","68510","Middle Campanian","Late Campanian","83.5","70.6","13181"
"489849","occ","","","49368","Sauropoda","unranked clade","38653","Middle Campanian","Late Campanian","83.5","70.6","13181"
"489850","occ","","","49369","Alectrosaurus olseni","species","57253","Middle Campanian","Late Campanian","83.5","70.6","13181"
"489851","occ","","","49370","Dinosauria","unranked clade","52775","Middle Campanian","Late Campanian","83.5","70.6","13181"
"489852","occ","","","49354","Sauropoda","unranked clade","38653","Middle Campanian","Late Campanian","83.5","70.6","13181"
"489853","occ","","","49364","Sauropoda","unranked clade","38653","Middle Campanian","Late Campanian","83.5","70.6","13181"
"489854","occ","23335","","48933","Bactrosaurus johnsoni","species","57344","Middle Campanian","Late Campanian","83.5","70.6","10471"
"489862","occ","30705","","49375","Dakotadon lakotaensis","species","65389","Valanginian","","139.8","132.9","13187"
"489921","occ","","","49393","Oviraptorosauria","infraorder","54546","Late Cretaceous","","100.5","66","13193"
"489952","occ","19508","","49409","Ekrixinatosaurus novasi","species","65416","Early Cenomanian","","99.6","93.5","13197"
"489954","occ","","IF","49411","Sauropodichnus giganteus","species","65418","Early Cenomanian","","99.6","93.5","24872"
"489955","occ","19511","","49411","Coelurosauria","suborder","53940","Early Cenomanian","","99.6","93.5","13198"
"489956","occ","","IF","49412","Abelichnus astigarrae","species","65420","Early Cenomanian","","99.6","93.5","24872"
"489973","occ","23529","","49415","Unenlagia paynemili","species","65423","Late Turonian","Early Coniacian","93.5","85.8","13199"
"489974","occ","","","49415","Carcharodontosauridae","family","65363","Late Turonian","Early Coniacian","93.5","85.8","13202"
"489975","occ","","","49415","Megaraptor namunhuaiquii","species","65425","Late Turonian","Early Coniacian","93.5","85.8","24871"
"489976","occ","19690","","49415","Futalognkosaurus dukei","species","109005","Late Turonian","Early Coniacian","93.5","85.8","25429"
"489977","occ","","","49415","Iguanodontia","unranked clade","52805","Late Turonian","Early Coniacian","93.5","85.8","24869"
"489983","occ","","","49416","Abelisauridae","family","53942","Middle Cenomanian","Coniacian","99.6","86.3","13205"
"490113","occ","","","49424","Breviparopus taghbaloutensis","species","65427","Oxfordian","Kimmeridgian","163.5","152.1","13212"
"490114","occ","23369","","49425","Theropoda","unranked clade","38513","Oxfordian","Kimmeridgian","163.5","152.1","33422"
"490115","occ","","","49426","Sauropoda","unranked clade","38653","Bathonian","","168.3","166.1","30612"
"490670","occ","","","49496","Ankylosauria","unranked clade","38816","Early Cenomanian","","99.6","93.5","13241"
"490747","occ","12600","","49499","Gojirasaurus quayi","species","65490","Norian","","228","208.5","7058"
"490753","occ","","","49499","Theropoda","unranked clade","38513","Norian","","228","208.5","13246"
"490755","occ","22704","","49500","Coelophysis","genus","38520","Norian","","228","208.5","24249"
"490781","occ","","","49501","Lufengosaurus huenei","species","56597","Hettangian","","201.3","199.3","12552"
"490782","occ","","","49501","Lufengosaurus huenei","species","56597","Hettangian","","201.3","199.3","12552"
"490785","occ","","","49503","Lufengosaurus huenei","species","56597","Hettangian","","201.3","199.3","12552"
"490786","occ","","","49503","Lufengosaurus huenei","species","56597","Hettangian","","201.3","199.3","12541"
"490787","occ","","","49503","Lufengosaurus huenei","species","56597","Hettangian","","201.3","199.3","12539"
"490789","occ","","","49503","Sinosaurus triassicus","species","64287","Hettangian","","201.3","199.3","12552"
"490805","occ","","","45975","Ornitholestes","genus","38529","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490806","occ","","","45975","Coelurus","genus","38528","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490807","occ","21976","","45975","Ceratosaurus nasicornis","species","54165","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490808","occ","21977","","45975","Stokesosaurus","genus","38629","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490809","occ","21978","","45975","Marshosaurus","genus","38628","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490810","occ","","","45975","Dromaeosauridae","family","38561","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490811","occ","","","45975","Apatosaurus","genus","38665","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490812","occ","","","45975","Barosaurus","genus","38666","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490813","occ","","","45975","Camarasaurus","genus","38697","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490814","occ","22691","","45975","Dryosaurus altus","species","52882","Late Kimmeridgian","Early Tithonian","155.7","145","31566"
"490815","occ","","","45975","Ornithopoda","unranked clade","38713","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490816","occ","","","45975","Camptosaurus","genus","38748","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490817","occ","","","45975","Stegosaurus","genus","38814","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490818","occ","","","45975","Allosaurus fragilis","species","52962","Late Kimmeridgian","Early Tithonian","155.7","145","13255"
"490894","occ","","","37009","Archaeornithoides deinosauriscus","species","65530","Late Campanian","","83.5","70.6","13265"
"490989","occ","31396","","49523","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","13266"
"490990","occ","","","49524","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","12319"
"490991","occ","","","49524","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","9274"
"490992","occ","","","49524","Edmontosaurus regalis","species","63254","Maastrichtian","","72.1","66","13266"
"490993","occ","","","49523","Ankylosauria","unranked clade","38816","Maastrichtian","","72.1","66","13266"
"490994","occ","","","49523","Ceratopsia","unranked clade","38842","Maastrichtian","","72.1","66","13266"
"490995","occ","","","49523","Tyrannosaurus","genus","38613","Maastrichtian","","72.1","66","13266"
"490996","occ","","","49525","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","7835"
"490997","occ","","","49526","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","13266"
"490998","occ","31395","","49527","Triceratops","genus","38862","Maastrichtian","","72.1","66","13266"
"490999","occ","","","49527","Dromaeosauridae","family","38561","Maastrichtian","","72.1","66","13266"
"491000","occ","31394","","49527","Tyrannosauridae","family","38606","Maastrichtian","","72.1","66","13266"
"491001","occ","31393","","49528","Edmontonia","genus","63919","Maastrichtian","","72.1","66","13266"
"491002","occ","31397","","49528","Dromaeosauridae","family","38561","Maastrichtian","","72.1","66","13266"
"491003","occ","","","49528","Ornithomimus velox","species","57269","Maastrichtian","","72.1","66","13266"
"491004","occ","","","49528","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","13266"
"491005","occ","30322","","49529","Triceratops horridus","species","63766","Maastrichtian","","72.1","66","13266"
"491006","occ","","","46210","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","13266"
"491007","occ","","","49530","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","13266"
"491008","occ","","","49530","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","13266"
"491009","occ","","","49531","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","13266"
"491010","occ","","","49533","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","13266"
"491011","occ","12623","","49534","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","13266"
"491012","occ","","","49534","Dromaeosauridae","family","38561","Maastrichtian","","72.1","66","13266"
"491013","occ","","","49535","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","13266"
"491014","occ","","","49535","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","13266"
"491015","occ","21417","","49536","Torosaurus latus","species","63773","Maastrichtian","","72.1","66","13266"
"491017","occ","","","49536","Theropoda","unranked clade","38513","Maastrichtian","","72.1","66","13266"
"491018","occ","","","49537","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","29242"
"491019","occ","","","49537","Theropoda","unranked clade","38513","Maastrichtian","","72.1","66","29242"
"491020","occ","","","49537","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","29242"
"491021","occ","","","49538","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","51520"
"491029","occ","","","49539","Dromaeosauridae","family","38561","Maastrichtian","","72.1","66","13266"
"491030","occ","","","49539","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","13266"
"491031","occ","","","49539","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","13266"
"491032","occ","","","49539","Pachycephalosaurus","genus","38786","Maastrichtian","","72.1","66","13266"
"491033","occ","","","49539","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","13266"
"491034","occ","","","49539","Edmontonia","genus","63919","Maastrichtian","","72.1","66","13266"
"491035","occ","","","49539","Ankylosauria","unranked clade","38816","Maastrichtian","","72.1","66","13266"
"491036","occ","","","49541","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","13266"
"491037","occ","31398","","49542","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","13266"
"491038","occ","","","49543","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","13266"
"491039","occ","","","49544","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","13266"
"491040","occ","","","49545","Dinosauria","unranked clade","52775","Maastrichtian","","72.1","66","29242"
"491041","occ","","","49546","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","13266"
"491042","occ","","","49547","Dromaeosauridae","family","38561","Maastrichtian","","72.1","66","13266"
"491043","occ","","","49547","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","13266"
"491044","occ","","","49547","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","13266"
"491045","occ","","","49547","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","13266"
"491046","occ","","","49548","Dinosauria","unranked clade","52775","Maastrichtian","","72.1","66","13266"
"491047","occ","","","49549","Theropoda","unranked clade","38513","Maastrichtian","","72.1","66","13266"
"491048","occ","","","49549","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","13266"
"491049","occ","","","49550","Ornithomimus velox","species","57269","Maastrichtian","","72.1","66","13266"
"491050","occ","","","49550","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","13266"
"491051","occ","","","49551","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","13266"
"491052","occ","","","49552","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","13266"
"491053","occ","","","49553","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","13266"
"491054","occ","","","49554","Ornithomimus velox","species","57269","Maastrichtian","","72.1","66","13266"
"491055","occ","","","49555","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","13266"
